Color_exterior,Color_interior,Comfort,Entertainment,Extras,Fuel,Gearbox,Initial_registration,Mileage,Owners,Power,Security,Seller,price
Schwarz,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Innenspiegel automatisch abblendend,Pannenkit,Partikelfilter,Touchscreen",Benzin,Schaltgetriebe,01/2020,51980,,103 kW (140 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,18490
Schwarz,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Multifunktionslenkrad,Navigationssystem,Schiebedach,Sitzheizung,Start/Stop-Automatik,teilb. Rücksitzbank","Bluetooth,Bordcomputer,CD,MP3,Radio","Alufelgen,Scheinwerferreinigung,Sportpaket",Benzin,Schaltgetriebe,01/2011,133500,3,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Xenonscheinwerfer,Zentralverriegelung",Händler,4990
Weiß,Schwarz,"Armlehne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederausstattung,Lederlenkrad,Sitzheizung,Start/Stop-Automatik","Bluetooth,CD,Radio","Allwetterreifen,Sportpaket,Sportsitze",Benzin,Schaltgetriebe,06/2012,45000,2,105 kW (143 PS),"ABS,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Seitenairbag,Servolenkung,Zentralverriegelung",Händler,11999
Silber,,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio","Allwetterreifen,Alufelgen,Innenspiegel automatisch abblendend,Scheinwerferreinigung,Skisack,Sportsitze,Stahlfelgen",Benzin,Schaltgetriebe,05/2009,156000,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Xenonscheinwerfer,Zentralverriegelung",Privat,3700
Weiß,Vollleder,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaautomatik,Lederausstattung,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Panoramadach,Regensensor,Schiebedach,Sitzheizung,Start/Stop-Automatik","Bluetooth,Bordcomputer,Freisprecheinrichtung,Radio,Soundsystem,USB","Alufelgen,Innenspiegel automatisch abblendend,Katalysator,Scheinwerferreinigung,Sommerreifen,Sportfahrwerk,Sportsitze",Benzin,Schaltgetriebe,03/2012,200000,,125 kW (170 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Kopfairbag,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Wegfahrsperre,Xenonscheinwerfer,Zentralverriegelung",Händler,5785
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bordcomputer,CD,Radio","Alufelgen,E10-geeignet,Sommerreifen,Winterpaket,Winterreifen",Benzin,Schaltgetriebe,06/2011,92312,2,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Traktionskontrolle,Zentralverriegelung",Händler,6990
Blau,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen (17""),Ambientebeleuchtung,Katalysator,Partikelfilter,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Schaltgetriebe,03/2021,38975,1,103 kW (140 PS),"ABS,Abstandswarner,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Voll-LED Scheinwerfer,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,20900
Silber,Vollleder,"Einparkhilfe,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederausstattung,Start/Stop-Automatik,Windschott(für Cabrio)","Bordcomputer,CD,MP3,Radio","Allwetterreifen,Alufelgen,E10-geeignet",Benzin,Schaltgetriebe,02/2010,112000,,105 kW (143 PS),"ABS,Beifahrerairbag,Fahrerairbag,Isofix,Notbremsassistent,Servolenkung,Zentralverriegelung",Privat,7250
Grau,,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio","Partikelfilter,Stahlfelgen",Diesel,Schaltgetriebe,04/2009,278000,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,2900
Grau,Stoff,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Regensensor,Start/Stop-Automatik,Tempomat,Umklappbarer Beifahrersitz","Apple CarPlay,Bordcomputer,DAB-Radio,Induktionsladen für Smartphones,MP3,Radio,USB,W-Lan / Wifi Hotspot","Allwetterreifen,Alufelgen,Elektronische Parkbremse,Innenspiegel automatisch abblendend,Sportfahrwerk,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Schaltgetriebe,12/2019,30550,,103 kW (140 PS),"ABS,Abstandstempomat,Abstandswarner,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung mit Funkfernbedienung",Privat,17300
Schwarz,,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat,Umklappbarer Beifahrersitz","Apple CarPlay,Bluetooth,Bordcomputer,Freisprecheinrichtung,MP3,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen (18""),Ambientebeleuchtung,Elektronische Parkbremse,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Sportpaket,Sportsitze,Touchscreen,Winterreifen",Benzin,Automatik,01/2020,54000,,103 kW (140 PS),"ABS,Abstandswarner,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Tagfahrlicht,Müdigkeitswarnsystem,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung mit Funkfernbedienung",Privat,20750
Grau,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schiebedach,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,USB","Alufelgen,Innenspiegel automatisch abblendend,Scheinwerferreinigung,Sommerreifen,Sportsitze,Sprachsteuerung,Winterpaket",Benzin,Schaltgetriebe,01/2011,159847,3,105 kW (143 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,3950
Schwarz,Sonstige,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Radio,USB","Alufelgen (16""),Katalysator,Partikelfilter,Touchscreen",Benzin,Schaltgetriebe,04/2021,35025,1,100 kW (136 PS),"ABS,Abstandswarner,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Voll-LED Scheinwerfer,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,18310
Schwarz,,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio",Stahlfelgen,Benzin,Schaltgetriebe,04/2009,149680,4,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,4500
Silber,,"2-Zonen-Klimaautomatik,Elektr. Fensterheber,Elektrische Seitenspiegel,Sitzheizung,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio","Pannenkit,Partikelfilter,Stahlfelgen,Winterreifen",Diesel,Schaltgetriebe,06/2009,191000,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,LED-Scheinwerfer,Nebelscheinwerfer,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,3000
Braun,,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lichtsensor,Lordosenstütze,Regensensor,teilb. Rücksitzbank","Bordcomputer,CD,Radio","Allwetterreifen,Alufelgen,Ambientebeleuchtung,Gepäckraumabtrennung,Innenspiegel automatisch abblendend",Benzin,Schaltgetriebe,09/2006,220000,,95 kW (129 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung mit Funkfernbedienung",Privat,2900
Grau,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Head-up display,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Ambientebeleuchtung,E10-geeignet,Innenspiegel automatisch abblendend,Pannenkit,Sommerreifen,Sportfahrwerk,Sprachsteuerung,Touchscreen,Winterpaket",Benzin,Schaltgetriebe,08/2021,10000,1,100 kW (136 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,Blendfreies Fernlicht,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,18990
Schwarz,,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,Umklappbarer Beifahrersitz","Bluetooth,Bordcomputer,Freisprecheinrichtung,MP3,Radio,USB,W-Lan / Wifi Hotspot","Alufelgen,Partikelfilter,Sportfahrwerk,Sportsitze",Benzin,Automatik,09/2018,57000,,100 kW (136 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,LED-Scheinwerfer,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,16000
Grau,Schwarz,"Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Schlüssellose Zentralverriegelung","Bordcomputer,CD","Allwetterreifen,Alufelgen,Scheinwerferreinigung",Benzin,Schaltgetriebe,08/2006,191400,2,95 kW (129 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Xenonscheinwerfer,Zentralverriegelung",Händler,1999
Grau,Grau,"Beheizbares Lenkrad,Elektrische Seitenspiegel,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung","Bluetooth,CD,Freisprecheinrichtung","Ambientebeleuchtung,Innenspiegel automatisch abblendend,Skisack,Sportfahrwerk,Sportsitze",Benzin,Schaltgetriebe,02/2019,78221,2,100 kW (136 PS),"ABS,Abstandstempomat,ESP,LED-Scheinwerfer,Nebelscheinwerfer,Notrufsystem,Servolenkung,Spurhalteassistent,Wegfahrsperre",Händler,16990
Schwarz,,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,MP3,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Sommerreifen",Benzin,Schaltgetriebe,04/2019,46800,1,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Servolenkung,Tagfahrlicht,Traktionskontrolle,Voll-LED Scheinwerfer,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,15949
Schwarz,,"Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Head-up display,Klimaanlage,Regensensor,Sitzheizung,Start/Stop-Automatik,Umklappbarer Beifahrersitz,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio",Stahlfelgen,Benzin,Schaltgetriebe,06/2010,160500,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,4990
Blau,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bordcomputer,CD,Freisprecheinrichtung,Radio,Soundsystem","Alufelgen,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Scheinwerferreinigung,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze",Benzin,Schaltgetriebe,02/2014,114000,,125 kW (170 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Tagfahrlicht,Nebelscheinwerfer,Seitenairbag,Servolenkung,Tagfahrlicht,Wegfahrsperre,Zentralverriegelung",Händler,10500
Schwarz,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Schiebedach,Start/Stop-Automatik","Bordcomputer,Radio","E10-geeignet,Pannenkit,Sportsitze",Benzin,Automatik,12/2007,157100,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Zentralverriegelung",Händler,5990
Blau,,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Regensensor,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,Radio","Alufelgen,Stahlfelgen",Benzin,Schaltgetriebe,01/2006,212255,3,95 kW (129 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Kopfairbag,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,1850
Weiß,,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,teilb. Rücksitzbank","Bordcomputer,CD,Radio",Stahlfelgen,Benzin,Schaltgetriebe,05/2007,193500,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,3400
Blau,,"Armlehne,Einparkhilfe,Einparkhilfe Kamera,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Multifunktionslenkrad,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio","Alufelgen,Schiebetür",Benzin,Schaltgetriebe,12/2011,91000,,125 kW (170 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Isofix,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Privat,8600
Braun,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederausstattung,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,Freisprecheinrichtung,Radio,USB","Alufelgen,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Sportsitze",Diesel,Schaltgetriebe,10/2008,172500,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,5500
Braun,Stoff,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Lederlenkrad,Multifunktionslenkrad,Sitzheizung,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,Radio,Soundsystem","Allwetterreifen,Alufelgen (17""),E10-geeignet,Katalysator,Stahlfelgen",Benzin,Schaltgetriebe,12/2006,121987,,95 kW (129 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Kopfairbag,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Privat,5650
Braun,Teilleder,"Armlehne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,MP3,Radio,Soundsystem,USB","Allwetterreifen,Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Scheinwerferreinigung,Sommerreifen,Sportsitze,Sprachsteuerung,Winterreifen",Diesel,Schaltgetriebe,07/2010,161000,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Xenonscheinwerfer,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Privat,5900
Schwarz,Stoff,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,Freisprecheinrichtung,Induktionsladen für Smartphones,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Innenspiegel automatisch abblendend,Touchscreen",Benzin,Schaltgetriebe,07/2020,33650,,103 kW (140 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Notbremsassistent,Notrufsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,17895
Weiß,Stoff,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Elektrische Sitze,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Tempomat,Umklappbarer Beifahrersitz,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio","Alufelgen (16""),Anhängerkupplung,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Katalysator,Notrad,Partikelfilter,Raucherpaket,Reserverad,Sommerreifen,Sportfahrwerk,Sprachsteuerung",Diesel,Automatik,03/2011,204000,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,5590
